ResponseId,What is your age range?,What is your gender?,"What is your approximate total household investable assets? (includes checking, savings, or money market accounts and investments – excludes your primary residence and employer-sponsored retirement accounts)",Which of the following best describes your level of comfort using technology?,What is your usual method for contacting a company? - Selected Choice,What is your usual method for contacting a company? - Other - Text,"How often do you call companies for customer service (ie support, issue, order)?",Why do you typically call customer service or a company phone number? - Selected Choice,Why do you typically call customer service or a company phone number? - Other - Text,"When you call a company, do you prefer to speak to a live agent or use an voice assistant?",How would you rate your overall experience with virtual assistants when calling a company or customer service line?,"In the past, when speaking with virtual assistant for a company, did the virtual assistant accurately understand and address your needs or concerns?",How easy or difficult do you find it to communicate with a virtual assistant when calling a company?,Can you please explain what parts of the experience make it difficult?,Can you please explain what parts of the experience make it easy?,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Clarity of instructions,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Ease of navigation,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Speed of response,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Accuracy of information,Please rank the following factors in order of importance to your overall experience with an automated phone system: (drag and drop) - Ability to reach a live agent,How comfortable are you with virtual assistants that capture your information?,Can you please explain what makes you feel that way?,At what point during the conversation with the voice assistant would you prefer to speak to a live agent?,How would you rate your comfort level with an automated system handling the following tasks? - Password reset,How would you rate your comfort level with an automated system handling the following tasks? - Real-time account balance,"How would you rate your comfort level with an automated system handling the following tasks? - Account information (Direct deposit setup, routing information)",How would you rate your comfort level with an automated system handling the following tasks? - Recently cleared checks,How would you rate your comfort level with an automated system handling the following tasks? - Physical Check reorder,How would you rate your comfort level with an automated system handling the following tasks? - Stop payment on a check,How would you rate your comfort level with an automated system handling the following tasks? - Withdrawal activity,How would you rate your comfort level with an automated system handling the following tasks? - Deposit activity,How would you rate your comfort level with an automated system handling the following tasks? - Credit card payment,"How would you rate your comfort level with an automated system handling the following tasks? - Rate & Yields (Dividend interest payments, fund yield etc)",How would you rate your comfort level with an automated system handling the following tasks? - Product features and benefits,How would you rate your comfort level with an automated system handling the following tasks? - Mortgage Inquiry,"Imagine that you need to reset your password.
Assuming that whether you use the voice assistant or a human agent, you get your desired outcome (ie your password is reset).

Ideally, how do you envision this interaction playing out with an voice assistant?","Imagine that you need to check your account balance. 
Assuming that whether you use the voice assistant or a human agent, you get your desired outcome (ie you are told your account balance). 

Ideally, how do you envision this interaction playing out with an voice assistant?","Imagine that you need assistance navigating the company's home page. 
Assuming that whether you use the voice assistant or a human agent, you get your desired outcome (ie your questions or concerns about the home page are answered). 

Ideally, how do you envision this interaction playing out with an voice assistant?"
R_3EKd4F23tF1eZSk,55-65,Female,"$1,000,000 - $5,000,000",Neutral,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,Kind of,Neutral,,,3,2,5,4,1,Somewhat uncomfortable,You don't know who has access to it,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Not Comfortable,Neutral,Comfortable,I don't 3,They verift identity then tell you your bal,X
R_DNMxWaQTOdWyJAB,35-44,Male,"$10,000,000.00",Extremely comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,,Yes,Extremely easy,,It is fast and easy. There is no waiting on hold to talk to a live person. ,2,3,4,1,5,Extremely comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,It looks great but the top looks too big to me so I’m going with a top with some highlights on the sides password. ,Because the only way I could see the picture was through a telescope in a small room in a room in the room that was a bit smaller and the camera is a bit bigger and I couldn’t. ,Let you go and see what happens with your car I just got off work I have a couple of errands I need you too so call you when I’m on the road and I can talk about the house. 
R_1FeWvUqLqMU8CHq,65,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Email,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Poor,Kind of,Somewhat difficult,They make it very difficult to get transferred to an actual human.,,3,4,5,2,1,Neutral,,After trying the automated system once,Not Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Hopefully it goes as fast as it would with a human (i.e. the voice assistant recognizes the words I am saying as far as the new password).,It is an easy task and should be quick with either method.,I believe it would be very difficult.
R_1mmdSc9uLl1MgiF,35-44,Male,"$10,000,000.00",Somewhat comfortable,Email,,A few times a month,To place an order or make a purchase,,Prefer a live agent but may speak to an voice assistant,Delightful,Yes,Extremely easy,,It’s was a very nice experience to be honest ,1,2,3,5,4,Extremely comfortable,,After multiple attempts with the automated system,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,I interact understand why I am so sorry for you being honest ,Voice assistance are very cool to begin with ,They are such a game changer to be honest 
R_3nlyVDQLTMcrh8G,25-34,Male,"$5,000,000 - $10,000,000",Somewhat comfortable,Phone,,A few times a month,To resolve an issue with a product or service,,Prefer a live agent but may speak to an voice assistant,Average,Yes,Somewhat easy,,Making it easy and accessible,1,5,2,4,3,Somewhat comfortable,,After trying the automated system once,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,It'll go really well,Great alway,Very much enjoyable
R_30pfyxT9LFCTVDl,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a month,To resolve an issue with a product or service,,Always prefer a live agent,Delightful,Yes,Extremely easy,,Because their contact is provided ,3,1,2,4,5,Extremely comfortable,,Immediately,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,They always resolve the issues of password for me,They always resolve the issue of balance checks ,They will resolve it fr me
R_1FxeETRjfJiWAIs,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,In person visit,,A few times a month,To resolve an issue with a product or service,,Always prefer a live agent,Average,Kind of,Somewhat easy,,Because It's crazy ,2,4,5,3,1,Somewhat comfortable,,Immediately,Not Comfortable,Comfortable,Not Comfortable,Neutral,Not Comfortable,Comfortable,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Neutral,Not Comfortable,I'll ask a close friend of my nsm,It's great ,It's good 
R_1KxVxeN9gCSYKlt,55-65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,No,Neutral,,,5,1,4,2,3,Somewhat uncomfortable,Rsther talk to a person,After trying the automated system once,Not Comfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,I  not sure ibwant to fo that ,Just ask,Telling it what i want
R_Dw5D4bdSBFt8jTP,25-34,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Online Chat,,Daily,To ask a question about a product or service,,Always prefer a live agent,Delightful,Yes,Extremely easy,,I really like it ,3,2,1,4,5,Extremely comfortable,,Immediately,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,It is very amazing ,I really like it ,It is very amazing 
R_2CqSYP4WmmXZ4UI,65,Male,"$1,000,000 - $5,000,000",Extremely uncomfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Terrible,No,Extremely difficult,Virtual assistant is set up for specific limited scenarios and cannot help with broader issues.,,5,3,1,4,2,Extremely uncomfortable,Privacy,After trying the automated system once,Not Comfortable,Neutral,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Not Comfortable,Comfortable,Neutral,Neutral,Neutral,Neutral,Assistant being able to confirm my identity and the sending tangible confirmation that task was completed.,Balance provided and immediately having access to live agent is there is an issue ,Being able to provide help in timelyanner that works first attempt
R_2v5DUCps7O9JyYo,65,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,No,Extremely difficult,They don’t respond to my problem with a reasonable solution.,,5,3,2,4,1,Neutral,,Immediately,Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Neutral,Not Comfortable,Comfortable,I ask for a reset.  It asks for identifying information or PIN.  It resets my password.,You provide indentation and it tells you your balance that day.,You are looking for specific information and the bot tells you where it can be found on the site.
R_0uCF8h3yBpvxU6B,45-54,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Poor,No,Extremely difficult,Usually does not understand the reason for the contact ,,3,2,5,4,1,Somewhat uncomfortable,Does not understand reasoning,After trying the automated system once,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Neutral,Neutral,Neutral,Needs to be uncomplicated and have clear instructions ,Should be easy to have the choice to get the balance after determining the account number,Choice must be easy to make
R_3iRvqLO94zsKmx2,35-44,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Email,,A few times a year,To place an order or make a purchase,,Always prefer a live agent,Poor,No,Extremely difficult,"The AI usually has difficulty understanding the order specific, or problem details, and refers me to a live agent; making the entire process longer than it needs to be, and delaying resolution. ",,2,3,4,5,1,Somewhat comfortable,,After trying the automated system once,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Not Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Not Comfortable,Not Comfortable,"Assistant establishes identity, confirms need for a new password, takes in new password, provides confirmation to secondary contact information of password change, and logs the change for historical liability. ","Assistant establishes identity, narrows down account, provides info",This is better suited to a live agent
R_2fcZTSwO0A35ZWU,65,Female,"$1,000,000 - $5,000,000",Somewhat uncomfortable,Phone,,A few times a year,To make a complaint or give feedback about a product or service,,Always prefer a live agent,Average,Kind of,Neutral,,,2,3,1,4,5,Neutral,,After multiple attempts with the automated system,Comfortable,Neutral,Neutral,Comfortable,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Not Comfortable,Neutral,Not Comfortable,With accuracy and promptness,With accuracy,I would anticipate no problem
R_1gcDSluqzksEb6C,55-65,Female,"$1,000,000 - $5,000,000",Neutral,Email,,A few times a year,To ask a question about a product or service,,Always prefer a live agent,Terrible,No,Somewhat difficult,I don’t like the constant questions and run around. I just want to talk with a person. ,,4,3,1,5,2,Somewhat comfortable,,Immediately,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Not Comfortable,Neutral,Neutral,Not good. Passwords are sensitive ,Check balance is okay. It’s an easy way to communicate with the voice assistant ,It would be fairly simple 
R_27VfzzsBkixdRr6,65,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Terrible,No,Extremely difficult,unable to comprehend simple facts,,2,4,5,3,1,Extremely uncomfortable,lack of security,Immediately,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Neutral,Not Comfortable,Not Comfortable,time consuming disaster,worthless,frustrating
R_1eysLhUUXB4Opsu,65,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Online Chat,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,No,Extremely difficult,"There are normally difficulties with the system understanding what I am saying or asking, and/or being able to adequately answer my questions.",,2,3,5,4,1,Somewhat uncomfortable,It's  sort   of like stalking,After trying the automated system once,Not Comfortable,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Not Comfortable,Not Comfortable,Comfortable,Neutral,Comfortable,Comfortable,I would expect the  voice assistant to ask me to state  my new password.,"I would expect  the  automated assistant to ask my  me account number, name, PIN  and/or  passwordto  check my balance.",I would expect  the voice assistant to  ask me  what I wanted to do.
R_1mKPcjDT4ckMOMQ,25-34,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Email,,Daily,To make a complaint or give feedback about a product or service,,Prefer a voice assistant but may speak to a live agent,Good,Yes,Extremely easy,,Easy access,4,1,2,5,3,Somewhat comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Might take some time but easy,Questions from voice assistant and answering through speaker in a phone or laptop,Easy
R_3OtrLZzSqfbu1l7,25-34,Male,"$10,000,000.00",Extremely comfortable,Online Chat,,A few times a month,To ask a question about a product or service,,Prefer a live agent but may speak to an voice assistant,Good,Kind of,Somewhat easy,,You can get it done before the only one that has ,2,3,1,4,5,Somewhat comfortable,,After trying the automated system once,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,How to get here and I'll come over in a bit I think I.,You can get it done before the only one.,Am okay with you get here and.
R_2QfAD4beSbAlxBX,55-65,Male,"$5,000,000 - $10,000,000",Extremely comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,Kind of,Somewhat difficult,They are programmed for only specific responses and have difficulties with esoteric issues.,,2,3,4,5,1,Somewhat uncomfortable,Do not like them recording conversations without justifiable cause.,Immediately,Comfortable,Comfortable,Not Comfortable,Neutral,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Not Comfortable,Comfortable,Not Comfortable,A staid set of rules that are followed in a precise manner.,Follow a pathway laid-forth by the managing bank.,Not all that well.
R_6GbBZbxidi78YP7,35-44,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,No,Somewhat difficult,too long ago to remember,,5,2,4,3,1,Extremely uncomfortable,I want my privacy,After trying the automated system once,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Not Comfortable,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Neutral,takes too long,fine,good
R_1CkYU5ZhW1zVAWl,65,Male,"$1,000,000 - $5,000,000",Neutral,Phone,,A few times a month,To resolve an issue with a product or service,,Always prefer a live agent,Average,No,Extremely difficult,Can't my question answered that I wanted ,,4,2,5,3,1,Somewhat uncomfortable,No sure I am getting correct answer ,Immediately,Not Comfortable,Comfortable,Comfortable,Neutral,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Not Comfortable,Not Comfortable,I wouldn't do it,I wouldn't do it,Not sure 
R_111Qs7O65S9LjzM,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Terrible,No,Extremely difficult,They don’t understand what I am asking,,2,4,5,3,1,Extremely uncomfortable,It’s private,Immediately,Neutral,Comfortable,Not Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,I prefer doing it online,Ask for the balance,Just asking what I need
R_yxBGSJJQvHAtFBL,65,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Average,Kind of,Somewhat difficult,Sometimes it just doesn't understand the issue I'm calling about,,5,2,4,3,1,Neutral,,Only if the automated system cannot help me,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Neutral,"I'd be ask identifying questions and then sent a password change page, I suppose.  Normally this is fine on their website",Check my id and then provide the info,"Frustrating.  My experience with voice assistants wouldn't resolve any issue I had with a web site, need a real person or you end up with a lot of questions"
R_1rxGuxLqozdxA2q,65,Female,"$1,000,000 - $5,000,000",Somewhat comfortable,Phone,,A few times a month,To get help with a technical issue or difficulty,,Prefer a live agent but may speak to an voice assistant,Average,Kind of,Neutral,,,1,4,5,2,3,Somewhat comfortable,,After trying the automated system once,Comfortable,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Neutral,Comfortable,Neutral,Not Comfortable,Assistant gives step by step instructions. ,Assistant will ask for acct and give balance,Assistant finds info on posed question(s) until all answered.
R_XzSUGs6QaBx7T7X,35-44,Male,"$10,000,000.00",Extremely comfortable,Email,,Daily,To make a complaint or give feedback about a product or service,,Always prefer a live agent,Delightful,Yes,Extremely easy,,Thanks love and love it all the way back to work on my home visit to see your boss love and miss your life and family and life and your love and family and your life and life is so perfect with your love and family and your family and life is so perfect for us to love you so badly because your love is good life and family and your life and life is good and good luck love love it and enjoy the day I hope you have to be a nice person I enjoy it so beautiful and love and miss ,2,3,4,5,1,Extremely comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Dove in for service quality quality products quality food service service products service providers and quality quality food products service providers and quality service quality quality products service products and service service quality service products products and products service service quality service service customer customer products products and products service service products service customer quality quality food products quality quality food customer products products and service service providers and quality quality service products quality quality food service providers and quality products service quality products is great service products quality service providers and quality products service quality products is great service products quality service providers and quality service quality food quality products products and service quality ,Dove in for service quality quality products quality food service service products service providers and quality quality food products service providers and quality service quality quality products service products and service service quality service products products and products service service quality service service customer customer products products and products service service products service customer quality quality food products quality quality food customer products products and ,Thanks love and miss your life and family and your life and love you so good to hear from the kids and enjoy yourself love you so good to have your life life and family and your love and family and enjoy yourself and love and family and love you so good lord love and enjoy yourself enjoy life life love you and enjoy yourself and family and your love and family and enjoy yourself and enjoy the rest and enjoy yourself love you so good 
R_0Jmd25F6ulqfAAN,65,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,No,Extremely difficult,they don't understand the situation.,,2,5,4,3,1,Somewhat uncomfortable,Once you give private information who knows were it goes.,After trying the automated system once,Comfortable,Comfortable,Neutral,Not Comfortable,Comfortable,Neutral,Not Comfortable,Neutral,Neutral,Comfortable,Neutral,Neutral,Not at all. I would rather do it via website.,A canned or scripted response is fine.,It is usually an IT problem which needs human interaction.
R_2YM3F1TgdYjdf6A,55-65,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Online Chat,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,Kind of,Somewhat difficult,the time it takes to get to a human,,3,4,2,5,1,Neutral,,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Not Comfortable,I can say 'reset my password' once and it happens,"""balance""",help
R_3QYNa1gxcc59vBc,55-65,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,A few times a year,To ask a question about a product or service,,Prefer a live agent but may speak to an voice assistant,Average,Kind of,Neutral,,,5,4,3,2,1,Somewhat uncomfortable,I don't mind giving generic information but I balk at having personal information recorded.,Immediately,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Neutral,"Ideally, my password will be immediately reset.",I envision receiving my balance information immediately.,"Quickly. If I can't navigate the home page, then it's their fault because it should be very easy."
R_2f9f4puK1kZHycV,25-34,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,A few times a year,To place an order or make a purchase,,Always prefer a live agent,Terrible,No,Extremely easy,,Talking life is always easy because you can have a communication between two people. We were raised to talk things out.,1,3,5,4,2,Somewhat comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Comfortable,Neutral,Talking is easy when you can get the job done when you're talking to someone one on one human to human.,One on one I always say talk it out with a person one on one you cannot speak to an automated system. At least not well.,I always talk about problems like this with a person.
R_2S1ART5IBd3M5WT,45-54,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Email,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Terrible,No,Extremely difficult,"If it could be answered by a computer, I could have found the answer online myself.  I’m callin because I need human assistance ",,5,4,3,2,1,Extremely uncomfortable,Just get a human to answer my calls ,Immediately,Not Comfortable,Comfortable,Not Comfortable,Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Neutral,Comfortable,Neutral,Horribly.  And me demanding to talk to a human ,Press button. Receive information ,Horribly.  I demand a human. If it was obvious I would have already found it 
R_XR077QAXyGURNFT,25-34,Male,"$10,000,000.00",Extremely comfortable,In person visit,,A few times a year,To ask a question about a product or service,,Always prefer a live agent,Poor,Kind of,Extremely easy,,Seeing them and showing me what to do ,2,5,1,3,4,Extremely comfortable,,After trying the automated system once,Comfortable,Comfortable,Not Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Neutral,Comfortable,Not Comfortable,Not Comfortable,Not good because they can’t show yku what to do ,Not good ,Good 
R_rlqzHoRlcBQ8buN,45-54,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Email,,Daily,To get help with a technical issue or difficulty,,Always prefer a live agent,Delightful,Kind of,Neutral,,,5,4,1,2,3,Extremely comfortable,,Immediately,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,I'm very comfortable with digital tools.,None,None
R_1mRGWA2YHj7M6KY,35-44,Male,"$10,000,000.00",Extremely comfortable,Email,,Daily,To resolve an issue with a product or service,,Always prefer a live agent,Delightful,Yes,Extremely easy,,Software repair.,1,2,3,4,5,Extremely comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Ask google how to do it.,Search on how to do it.,Do it perfectly. 
R_5mPTQZGoK4AiyKB,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,Daily,To make a complaint or give feedback about a product or service,,Prefer a voice assistant but may speak to a live agent,Poor,No,Somewhat difficult,Hardly hear them,,2,3,1,4,5,Somewhat uncomfortable,Waiting on phone ,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Please enter your account email and will send you a reset code,No,Glx
R_20V7wknjhN1PXkl,55-65,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Prefer a live agent but may speak to an voice assistant,Average,Kind of,Somewhat easy,,"Describing the nature of the call, issues involved, and what resolution is sought",3,1,4,2,5,Somewhat comfortable,,After multiple attempts with the automated system,Not Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Not Comfortable,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Not Comfortable,"It would seek to verify identity of caller, ask for nature of call, and provide instructions or link for password reset.","It would seek to verify identity of caller, enter security information, and provide sought or one-time link for account balance.",It would ask for nature of call and provide instructions or information for finding company's homepage.
R_1gBjxIae7GVkLRF,45-54,Female,"$5,000,000 - $10,000,000",Extremely comfortable,Email,,A few times a year,To resolve an issue with a product or service,,Prefer a live agent but may speak to an voice assistant,Poor,Kind of,Neutral,,,1,5,4,3,2,Somewhat comfortable,,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Neutral,Neutral,I’d be more comfortable doing this online.  ,They Id and give me the info. Id do this online,It would direct me to page 
R_3fdyS65xQ8wdW2a,45-54,Female,"$1,000,000 - $5,000,000",Extremely comfortable,Online Chat,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Poor,No,Extremely difficult,"They don’t understand what I am saying, the offer solutions I have already tried, hang up.",,2,4,1,5,3,Somewhat comfortable,,After trying the automated system once,Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable," Say I need one, they send an email or text link for reset.  They wait and ask if worked then press number or something to indicate done.  If not work, transfer to human.",Press # for account balance,"No idea, I wouldn’t use virtual assistant for this, seems off"
R_AGlqhObdxhPCbzX,35-44,Female,"$10,000,000.00",Extremely comfortable,Social media messaging,,A few times a month,To resolve an issue with a product or service,,Always prefer a live agent,Delightful,Yes,Extremely easy,,It is very good,2,3,4,5,1,Extremely comfortable,,Immediately,Comfortable,Comfortable,Neutral,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Neutral,It is very much,It is very good,I like it so much
R_tXQDPNRT3VWRcGd,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Online Chat,,A few times a month,To resolve an issue with a product or service,,Prefer a live agent but may speak to an voice assistant,Good,Kind of,Somewhat easy,,"They are available 24/7, easy to chat with them whenever it is convenient for me, quick responses",4,3,1,5,2,Extremely comfortable,,After trying the automated system once,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,"Resetting my password through a voice assistant is convenient and easy, activating with a wake word, verifying identity, then the password reset process","Activating the voice assistant, authentication, confirming identity, retrieving account balance information","Activating the assistant, follow up questions, it should browse the company's website then"
R_soIN9XWKeEKpVND,25-34,Male,"$10,000,000.00",Extremely comfortable,Email,,Daily,To resolve an issue with a product or service,,Always prefer a live agent,Good,Yes,Extremely easy,,Company and issue while you are in my prayers and thoughts and I have to be at the,5,1,2,3,4,Extremely comfortable,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Forgot password for my computer is my resume for your kind perusal,Because the last week of March I was just wondering if I could get the,The best way home from the airport now and then but I don't think
R_2cBJaRInFU5A5gu,45-54,Female,"$1,000,000 - $5,000,000",Extremely uncomfortable,Online Chat,,A few times a year,To resolve an issue with a product or service,,Always prefer a live agent,Terrible,No,Extremely difficult,Unique situations not available on the automated system options ,,2,3,5,4,1,Extremely uncomfortable,Humans need human interaction ,Immediately,Not Comfortable,Comfortable,Comfortable,Comfortable,Neutral,Not Comfortable,Comfortable,Neutral,Comfortable,Not Comfortable,Comfortable,Not Comfortable,The same as when it's a human even though it's dehumanizing,Ask me the same questions as a human but they always mess u ,I can't envision this at all
R_yqp5eP3T33QHJgB,45-54,Male,"$1,000,000 - $5,000,000",Somewhat comfortable,Online Chat,,A few times a year,To get help with a technical issue or difficulty,,Always prefer a live agent,Poor,No,Extremely difficult,Can’t understand what you want,,3,1,4,5,2,Neutral,,Immediately,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Not Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Not Comfortable,Navigate quickly to correct task and get audio confirmation ,Easily navigate to correct feature and get audio confirmation ,Navigate to correct information from list of options 
R_TvBn2jNBVOPFrnr,35-44,Male,"$1,000,000 - $5,000,000",Extremely comfortable,Phone,,Daily,To place an order or make a purchase,,Always prefer a live agent,Good,Yes,Extremely easy,,It was easy because most of my concerns were adequately addressed as though it were a human addressing those concerns. ,4,5,3,1,2,Extremely comfortable,,After trying the automated system once,Comfortable,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,I expect to use my voice to request a password change and the thing done instantly. ,I imagine using my voice input to request account balance check and the system immediately responding to that request. ,I envisage asking the system to carry out some instructions and it immediately adhering. 
